Codigo,Fecha,Personal,Equipo de Medida,Distancia,Angulo superior,Angulo inferior,Altura 1 (cm),Altura 2 (cm),Altura total (cm),Circunferencia Pecho (cm),DAP,Circunferencia Base (cm),DAB,Estado,Observaciones,Isla,Sitio específico,Latitud,Longitud,Altitud,
16429,2/11/2023,Sharon López,metro,,,,,,184,21,6.684491979,21,6.684509001,Bueno,,San Cristóbal,Finca Amangala ,,,,
15365,2/11/2023,Sharon López,metro,,,,,,165,22.2,7.066462949,22.2,7.066480943,Bueno,,San Cristóbal,Finca Amangala ,,,,
16367,2/11/2023,Sharon López,metro,,,,,,184,42,13.36898396,42,13.369018,Bueno,En área donde sale de la Waterboxx ,San Cristóbal,Finca Amangala ,,,,
16421,2/11/2023,Sharon López,metro,,,,,,159,19.9,6.334351923,19.9,6.334368053,Bueno,,San Cristóbal,Finca Amangala ,,,,
16335,2/11/2023,Sharon López,metro,,,,,,190,24.6,7.830404889,24.6,7.830424829,Bueno,,San Cristóbal,Finca Amangala ,,,,
16436,2/11/2023,Sharon López,metro,,,,,,209,56,17.82531194,59,18.78028719,Bueno,Ramificado desde la base ,San Cristóbal,Finca Amangala ,,,,
16435,2/11/2023,Sharon López,metro,,,,,,161,27.3,8.689839572,27.3,8.689861701,Bueno,,San Cristóbal,Finca Amangala ,,,,
16428,2/11/2023,Sharon López,metro,,,,,,262,21.2,6.748153807,21.2,6.748170991,Bueno,,San Cristóbal,Finca Amangala ,,,,
16422,2/11/2023,Sharon López,metro,,,,,,228,28.9,9.199134199,28.9,9.199157625,Bueno,,San Cristóbal,Finca Amangala ,,,,
16427,2/11/2023,Sharon López,metro,,,,,,107,12,3.819709702,12,3.819719429,Bueno,,San Cristóbal,Finca Amangala ,,,,
16336,2/11/2023,Sharon López,metro,,,,,,284,17.8,5.665902725,17.8,5.665917153,Bueno,,San Cristóbal,Finca Amangala ,,,,
16434,2/11/2023,Sharon López,metro,,,,,,258,17.7,5.634071811,17.7,5.634086158,Bueno,,San Cristóbal,Finca Amangala ,,,,
16433,2/11/2023,Sharon López,metro,,,,,,120,14.7,4.679144385,14.7,4.6791563,Bueno,,San Cristóbal,Finca Amangala ,,,,
16273,2/11/2023,Sharon López,metro,,,,,,220,22.8,7.257448434,22.8,7.257466915,Bueno,,San Cristóbal,Finca Amangala ,,,,
16294,2/11/2023,Sharon López,metro,,,,,,170,15.5,4.933791698,15.5,4.933804262,Bueno,,San Cristóbal,Finca Amangala ,,,,
16321,2/11/2023,Sharon López,metro,,,,,,330,58.7,18.68474663,58.7,18.68479421,Bueno,,San Cristóbal,Finca Amangala ,,,,
16322,2/11/2023,Sharon López,metro,,,,,,204,20.1,6.398013751,20.1,6.398030043,Bueno,,San Cristóbal,Finca Amangala ,,,,
16299,2/11/2023,Sharon López,metro,,,,,,169,20.4,6.493506494,20.4,6.493523029,Bueno,,San Cristóbal,Finca Amangala ,,,,
16353,2/11/2023,Sharon López,metro,,,,,,150,18.4,5.85688821,18.4,5.856903124,Bueno,,San Cristóbal,Finca Amangala ,,,,
16356,2/11/2023,Sharon López,metro,,,,,,170,17.8,5.665902725,17.8,5.665917153,Bueno,,San Cristóbal,Finca Amangala ,,,,
16352,2/11/2023,Sharon López,metro,,,,,,182.50,19.2,6.111535523,19.2,6.111551086,Bueno,,San Cristóbal,Finca Amangala ,,,,
16350,2/11/2023,Sharon López,metro,,,,,,206,30.61845849,9.746158035,43.3,13.78282094,Bueno,"2 ramas desde la base: 21.5, 21.8",San Cristóbal,Finca Amangala ,,,,
16423,2/11/2023,Sharon López,metro,,,,,,148,20.3,6.461675579,20.3,6.461692034,Bueno,,San Cristóbal,Finca Amangala ,,,,
16424,2/11/2023,Sharon López,metro,,,,,,160,21.1,6.716322893,21.1,6.716339996,Bueno,,San Cristóbal,Finca Amangala ,,,,
16430,2/11/2023,Sharon López,metro,,,,,,302,21.2,6.748153807,21.2,6.748170991,Bueno,,San Cristóbal,Finca Amangala ,,,,
16362,2/11/2023,Sharon López,metro,,,,,,165,18.3,5.825057296,18.3,5.825072129,Bueno,,San Cristóbal,Finca Amangala ,,,,
16443,2/11/2023,Sharon López,metro,,,,,,216,25.5,8.116883117,25.5,8.116903786,Bueno,,San Cristóbal,Finca Amangala ,,,,
16441,2/11/2023,Sharon López,metro,,,,,,152,16.5,5.25210084,16.5,5.252114215,Bueno,,San Cristóbal,Finca Amangala ,,,,
16440,2/11/2023,Sharon López,metro,,,,,,153,13.2,4.201680672,13.2,4.201691372,Bueno,,San Cristóbal,Finca Amangala ,,,,
16349,2/11/2023,Sharon López,metro,,,,,,215,17.8,5.665902725,17.8,5.665917153,Bueno,,San Cristóbal,Finca Amangala ,,,,
16348,2/11/2023,Sharon López,metro,,,,,,166,22,7.00280112,22,7.002818953,Bueno,,San Cristóbal,Finca Amangala ,,,,
16337,2/11/2023,Sharon López,metro,,,,,,249,32.7,10.40870894,32.7,10.40873544,Bueno,,San Cristóbal,Finca Amangala ,,,,
16323,2/11/2023,Sharon López,metro,,,,,,198,25.3,8.053221289,25.3,8.053241796,Bueno,,San Cristóbal,Finca Amangala ,,,,
16424,2/11/2023,Sharon López,metro,,,,,,160,27.3,8.689839572,27.3,8.689861701,Bueno,,San Cristóbal,Finca Amangala ,,,,
16300,2/11/2023,Sharon López,metro,,,,,,192,16.4,5.220269926,16.4,5.220283219,Bueno,,San Cristóbal,Finca Amangala ,,,,
16302,2/11/2023,Sharon López,metro,,,,,,250,23.5,7.480264833,23.5,7.480283882,Bueno,,San Cristóbal,Finca Amangala ,,,,
16298,2/11/2023,Sharon López,metro,,,,,,203,32,10.18589254,32,10.18591848,Bueno,,San Cristóbal,Finca Amangala ,,,,
16287,2/11/2023,Sharon López,metro,,,,,,195,8.7,2.769289534,8.7,2.769296586,Bueno,,San Cristóbal,Finca Amangala ,,,,
16312,2/11/2023,Sharon López,metro,,,,,,241,16.7,5.315762669,16.7,5.315776205,Bueno,,San Cristóbal,Finca Amangala ,,,,
16311,2/11/2023,Sharon López,metro,,,,,,190,35.4,11.26814362,35.4,11.26817232,Bueno,,San Cristóbal,Finca Amangala ,,,,
16313,2/11/2023,Sharon López,metro,,,,,,390,15.6505591,4.981727684,20.8,6.62084701,Bueno,"3 ramas desde el pecho: 9.3, 9.8, 7.9",San Cristóbal,Finca Amangala ,,,,
16351,2/11/2023,Sharon López,metro,,,,,,200,13.2,4.201680672,13.2,4.201691372,Bueno,,San Cristóbal,Finca Amangala ,,,,
16334,2/11/2023,Sharon López,metro,,,,,,244,34,10.82251082,34,10.82253838,Bueno,,San Cristóbal,Finca Amangala ,,,,
16328,2/11/2023,Sharon López,metro,,,,,,303,35.8,11.39546728,35.8,11.3954963,Bueno,,San Cristóbal,Finca Amangala ,,,,
16442,2/11/2023,Sharon López,metro,,,,,,230,25.1,7.98955946,25.1,7.989579805,Bueno,,San Cristóbal,Finca Amangala ,,,,
16149,31/10/2023,Paúl Mayorga,metro,,,,,,72,3,0.954927426,3,0.954929857,Bueno,,San Cristobal,Finca Las Colinas,,,,
16167,31/10/2023,Paúl Mayorga,metro,,,,,,94,3.5,1.114081996,3.5,1.114084833,Bueno,,San Cristobal,Finca Las Colinas,,,,
16182,31/10/2023,Paúl Mayorga,metro,,,,,,66,2.5,0.795772855,2.5,0.795774881,Bueno,,San Cristobal,Finca Las Colinas,,,,
16196,31/10/2023,Paúl Mayorga,metro,,,,,,170,8.4,2.673796791,8.4,2.6738036,Bueno,,San Cristobal,Finca Las Colinas,,,,
16253,31/10/2023,Paúl Mayorga,metro,,,,,,77,4.5,1.432391138,4.5,1.432394786,Bueno,,San Cristobal,Finca Las Colinas,,,,
16212,31/10/2023,Paúl Mayorga,metro,,,,,,98,6.7,2.13267125,6.7,2.132676681,Bueno,,San Cristobal,Finca Las Colinas,,,,
16217,31/10/2023,Paúl Mayorga,metro,,,,,,110,5.6,1.782531194,5.6,1.782535733,Bueno,,San Cristobal,Finca Las Colinas,,,,
16227,31/10/2023,Paúl Mayorga,metro,,,,,,67,6,1.909854851,6,1.909859714,Bueno,,San Cristobal,Finca Las Colinas,,,,
16230,31/10/2023,Paúl Mayorga,metro,,,,,,50,4.9,1.559714795,4.9,1.559718767,Bueno,,San Cristobal,Finca Las Colinas,,,,
16239,31/10/2023,Paúl Mayorga,metro,,,,,,81,7.8,2.482811306,7.8,2.482817629,Bueno,,San Cristobal,Finca Las Colinas,,,,
16496,31/10/2023,Paúl Mayorga,metro,,,,,,58,3.5,1.114081996,3.5,1.114084833,Bueno,,San Cristobal,Finca Las Colinas,,,,
16502,31/10/2023,Paúl Mayorga,metro,,,,,,37.5,2.3,0.732111026,2.3,0.732112891,Bueno,,San Cristobal,Finca Las Colinas,,,,
16504,31/10/2023,Paúl Mayorga,metro,,,,,,100,3,0.954927426,3,0.954929857,Bueno,,San Cristobal,Finca Las Colinas,,,,
16505,31/10/2023,Paúl Mayorga,metro,,,,,,74,4.1,1.305067482,4.1,1.305070805,Bueno,,San Cristobal,Finca Las Colinas,,,,
16539,31/10/2023,Paúl Mayorga,metro,,,,,,136,8.5,2.705627706,8.5,2.705634595,Bueno,,San Cristobal,Finca Las Colinas,,,,
16541,31/10/2023,Paúl Mayorga,metro,,,,,,110,6.2,1.973516679,6.2,1.973521705,Bueno,,San Cristobal,Finca Las Colinas,,,,
16398,31/10/2023,Paúl Mayorga,metro,,,,,,81,6,1.909854851,6,1.909859714,Bueno,,San Cristobal,Finca Las Colinas,,,,
16270,31/10/2023,Paúl Mayorga,metro,,,,,,117,10.3,3.278584161,10.3,3.27859251,Bueno,,San Cristobal,Finca Las Colinas,,,,
16266,31/10/2023,Paúl Mayorga,metro,,,,,,60,3.2,1.018589254,3.2,1.018591848,Bueno,,San Cristobal,Finca Las Colinas,,,,
16363,31/10/2023,Paúl Mayorga,metro,,,,,,225,3.8,1.209574739,3.8,1.209577819,Bueno,,San Cristobal,Finca Las Colinas,,,,
16230,31/10/2023,Paúl Mayorga,metro,,,,,,50,4,1.273236567,4,1.27323981,Bueno,,San Cristobal,Finca Las Colinas,,,,
16212,31/10/2023,Paúl Mayorga,metro,,,,,,98,5,1.591545709,5,1.591549762,Bueno,,San Cristobal,Finca Las Colinas,,,,
16241,31/10/2023,Paúl Mayorga,metro,,,,,,117,4,1.273236567,4,1.27323981,Bueno,,San Cristobal,Finca Las Colinas,,,,
16244,31/10/2023,Paúl Mayorga,metro,,,,,,62,3,0.954927426,3,0.954929857,Bueno,,San Cristobal,Finca Las Colinas,,,,
16514,31/10/2023,Paúl Mayorga,metro,,,,,,131,6,1.909854851,6,1.909859714,Bueno,,San Cristobal,Finca Las Colinas,,,,
16513,31/10/2023,Paúl Mayorga,metro,,,,,,90,3,0.954927426,3,0.954929857,Bueno,,San Cristobal,Finca Las Colinas,,,,
16523,31/10/2023,Paúl Mayorga,metro,,,,,,53,3,0.954927426,3,0.954929857,Bueno,,San Cristobal,Finca Las Colinas,,,,
16524,31/10/2023,Paúl Mayorga,metro,,,,,,38,2,0.636618284,2,0.636619905,Bueno,,San Cristobal,Finca Las Colinas,,,,
16527,31/10/2023,Paúl Mayorga,metro,,,,,,72,3,0.954927426,3,0.954929857,Bueno,,San Cristobal,Finca Las Colinas,,,,
16530,31/10/2023,Paúl Mayorga,metro,,,,,,107,5,1.591545709,5,1.591549762,Bueno,,San Cristobal,Finca Las Colinas,,,,
16532,31/10/2023,Paúl Mayorga,metro,,,,,,34,2,0.636618284,2,0.636619905,Bueno,,San Cristobal,Finca Las Colinas,,,,
16539,31/10/2023,Paúl Mayorga,metro,,,,,,136,6,1.909854851,6,1.909859714,Bueno,,San Cristobal,Finca Las Colinas,,,,
16395,31/10/2023,Paúl Mayorga,metro,,,,,,80,3,0.954927426,3,0.954929857,Bueno,,San Cristobal,Finca Las Colinas,,,,
16396,31/10/2023,Paúl Mayorga,metro,,,,,,119,6,1.909854851,6,1.909859714,Bueno,,San Cristobal,Finca Las Colinas,,,,
16389,31/10/2023,Paúl Mayorga,metro,,,,,,65,4,1.273236567,4,1.27323981,Bueno,,San Cristobal,Finca Las Colinas,,,,
16385,31/10/2023,Paúl Mayorga,metro,,,,,,50,5,1.591545709,5,1.591549762,Bueno,,San Cristobal,Finca Las Colinas,,,,
16403,31/10/2023,Paúl Mayorga,metro,,,,,,125,6,1.909854851,6,1.909859714,Bueno,,San Cristobal,Finca Las Colinas,,,,
16404,31/10/2023,Paúl Mayorga,metro,,,,,,89,6,1.909854851,6,1.909859714,Bueno,,San Cristobal,Finca Las Colinas,,,,
16269,31/10/2023,Paúl Mayorga,metro,,,,,,112,6,1.909854851,6,1.909859714,Bueno,,San Cristobal,Finca Las Colinas,,,,
16376,31/10/2023,Paúl Mayorga,metro,,,,,,60,3,0.954927426,3,0.954929857,Bueno,,San Cristobal,Finca Las Colinas,,,,
